Section,GlobalIndex,LocalIndex,TargetChar,Yaw,Pitch,UserInput,IsCorrect,FontSize,SpawnZone,,Label,,,,,,,,,,,
24,216,9,F,51.44,-36.1,F,TRUE,46.1,Bottom-Right,,0,,,,,,,,,,,
25,217,1,F,-49.43,12.89,NotVisible,FALSE,6.5,Top-Left,,1,,,,,,,,,,,
25,218,2,P,11.79,22.63,P,TRUE,122.9,Top-Center,,0,,,,,,,,,,,
25,219,3,T,36.19,40.38,T,TRUE,75.3,Top-Right,,0,,,,,,,,,,,
25,220,4,C,-49.89,-28.22,NotVisible,FALSE,28.3,Middle-Left,,1,,,,,,,,,,,
25,221,5,E,-21.25,-3.99,E,TRUE,201,Middle-Center,,0,,,,,,,,,,,
25,222,6,D,46.61,-3.34,D,TRUE,75.3,Middle-Right,,0,,,,,,,,,,,
25,223,7,O,-48.58,-39.75,NotVisible,FALSE,201,Bottom-Left,,1,,,,,,,,,,,
25,224,8,L,23.94,-52.37,NotVisible,FALSE,6.5,Bottom-Center,,1,,,,,,,,,,,
25,225,9,Z,38.34,-44.54,Z,TRUE,201,Bottom-Right,,0,,,,,,,,,,,
26,226,1,D,-30.59,40.07,NotVisible,FALSE,122.9,Top-Left,,1,,,,,,,,,,,
26,227,2,O,11.35,23.95,O,TRUE,201,Top-Center,,0,,,,,,,,,,,
26,228,3,P,41.64,37.74,Z,FALSE,46.1,Top-Right,,1,,,,,,,,,,,
26,229,4,F,-41.82,-17.79,NotVisible,FALSE,10.6,Middle-Left,,1,,,,,,,,,,,
26,230,5,E,-18.3,-2.39,E,TRUE,201,Middle-Center,,0,,,,,,,,,,,
26,231,6,L,51.09,3.87,L,TRUE,201,Middle-Right,,0,,,,,,,,,,,
26,232,7,T,-52.55,-49.77,NotVisible,FALSE,75.3,Bottom-Left,,1,,,,,,,,,,,
26,233,8,Z,10.85,-50.11,NotVisible,FALSE,17.3,Bottom-Center,,1,,,,,,,,,,,
26,234,9,C,52.16,-46.98,NotVisible,FALSE,75.3,Bottom-Right,,1,,,,,,,,,,,
27,235,1,Z,-35.23,14.55,Z,TRUE,46.1,Top-Left,,0,,,,,,,,,,,
27,236,2,C,-11.22,32.65,C,TRUE,28.3,Top-Center,,0,,,,,,,,,,,
27,237,3,F,50.09,25.99,NotVisible,FALSE,17.3,Top-Right,,1,,,,,,,,,,,
27,238,4,O,-38.36,-24.66,O,TRUE,122.9,Middle-Left,,0,,,,,,,,,,,
27,239,5,D,-23.62,-26.55,D,TRUE,10.6,Middle-Center,,0,,,,,,,,,,,
27,240,6,E,40.25,-1.05,NotVisible,FALSE,10.6,Middle-Right,,1,,,,,,,,,,,
27,241,7,T,-34.27,-49.13,NotVisible,FALSE,122.9,Bottom-Left,,1,,,,,,,,,,,
27,242,8,L,-2.38,-35.46,L,TRUE,75.3,Bottom-Center,,0,,,,,,,,,,,
27,243,9,P,46.72,-30.83,P,TRUE,28.3,Bottom-Right,,0,,,,,,,,,,,
28,244,1,Z,-45.06,35.81,NotVisible,FALSE,75.3,Top-Left,,1,,,,,,,,,,,
28,245,2,F,-6.04,26.31,F,TRUE,201,Top-Center,,0,,,,,,,,,,,
28,246,3,L,38.31,16.75,L,TRUE,122.9,Top-Right,,0,,,,,,,,,,,
28,247,4,D,-47.33,-12.65,NotVisible,FALSE,46.1,Middle-Left,,1,,,,,,,,,,,
28,248,5,C,12.92,-20.6,C,TRUE,46.1,Middle-Center,,0,,,,,,,,,,,
28,249,6,E,43.23,-4.28,E,TRUE,75.3,Middle-Right,,0,,,,,,,,,,,
28,250,7,P,-36.08,-41.97,P,TRUE,75.3,Bottom-Left,,0,,,,,,,,,,,
28,251,8,O,-17.24,-44.04,O,TRUE,75.3,Bottom-Center,,0,,,,,,,,,,,
28,252,9,T,42.27,-33.52,T,TRUE,28.3,Bottom-Right,,0,,,,,,,,,,,
29,253,1,D,-33.55,21.39,D,TRUE,17.3,Top-Left,,0,,,,,,,,,,,
29,254,2,Z,-3.37,39.24,Z,TRUE,28.3,Top-Center,,0,,,,,,,,,,,
29,255,3,P,54.51,13.7,NotVisible,FALSE,10.6,Top-Right,,1,,,,,,,,,,,
29,256,4,T,-41.3,-2.31,NotVisible,FALSE,10.6,Middle-Left,,1,,,,,,,,,,,
29,257,5,F,-14.56,-27.74,F,TRUE,10.6,Middle-Center,,0,,,,,,,,,,,
29,258,6,C,27.47,-8.42,NotVisible,FALSE,6.5,Middle-Right,,1,,,,,,,,,,,
29,259,7,E,-39.79,-36.19,E,TRUE,46.1,Bottom-Left,,0,,,,,,,,,,,
29,260,8,L,8.8,-34.39,L,TRUE,28.3,Bottom-Center,,0,,,,,,,,,,,
29,261,9,O,30.35,-48.3,NotVisible,FALSE,17.3,Bottom-Right,,1,,,,,,,,,,,
30,262,1,E,-51.92,23.25,NotVisible,FALSE,10.6,Top-Left,,1,,,,,,,,,,,
30,263,2,Z,15.49,27.06,NotVisible,FALSE,6.5,Top-Center,,1,,,,,,,,,,,
30,264,3,C,46.02,33.5,NotVisible,FALSE,6.5,Top-Right,,1,,,,,,,,,,,
30,265,4,F,-53.06,-18.79,NotVisible,FALSE,6.5,Middle-Left,,1,,,,,,,,,,,
30,266,5,P,-2.74,-3.7,P,TRUE,201,Middle-Center,,0,,,,,,,,,,,
30,267,6,L,52.69,9.41,NotVisible,FALSE,6.5,Middle-Right,,1,,,,,,,,,,,
30,268,7,O,-47.45,-45.27,NotVisible,FALSE,201,Bottom-Left,,1,,,,,,,,,,,
30,269,8,T,-10.59,-47.68,NotVisible,FALSE,6.5,Bottom-Center,,1,,,,,,,,,,,
30,270,9,D,53,-37.97,NotVisible,FALSE,10.6,Bottom-Right,,1,,,,,,,,,,,
31,271,1,E,-40.61,37.99,NotVisible,FALSE,122.9,Top-Left,,1,,,,,,,,,,,
31,272,2,P,14.45,32.33,P,TRUE,17.3,Top-Center,,0,,,,,,,,,,,
31,273,3,Z,51.69,39.92,NotVisible,FALSE,46.1,Top-Right,,1,,,,,,,,,,,
31,274,4,C,-30.95,-27.53,C,TRUE,17.3,Middle-Left,,0,,,,,,,,,,,
31,275,5,L,7.99,-15.85,L,TRUE,75.3,Middle-Center,,0,,,,,,,,,,,
31,276,6,O,46.07,-22.82,NotVisible,FALSE,10.6,Middle-Right,,1,,,,,,,,,,,
31,277,7,T,-47.04,-51.98,NotVisible,FALSE,28.3,Bottom-Left,,1,,,,,,,,,,,
31,278,8,D,22.19,-52.64,NotVisible,FALSE,10.6,Bottom-Center,,1,,,,,,,,,,,
31,279,9,F,36.01,-47.57,NotVisible,FALSE,28.3,Bottom-Right,,1,,,,,,,,,,,
1,1,1,O,-49.28,35.64,NotVisible,FALSE,201,Top-Left,,1,,,,,,,,,,,
1,2,2,D,-19.48,12.62,D,TRUE,10.6,Top-Center,,0,,,,,,,,,,,
1,3,3,T,47.68,19.87,T,TRUE,201,Top-Right,,0,,,,,,,,,,,
1,4,4,C,-53.25,-23.43,F,FALSE,201,Middle-Left,,1,,,,,,,,,,,
1,5,5,P,23.14,-0.22,NotVisible,FALSE,6.5,Middle-Center,,1,,,,,,,,,,,
1,6,6,L,46.06,-6.26,L,TRUE,46.1,Middle-Right,,0,,,,,,,,,,,
1,7,7,F,-51.4,-40.23,NotVisible,FALSE,75.3,Bottom-Left,,1,,,,,,,,,,,
1,8,8,Z,-8.8,-50.94,NotVisible,FALSE,75.3,Bottom-Center,,1,,,,,,,,,,,
1,9,9,E,34.54,-45.32,NotVisible,FALSE,6.5,Bottom-Right,,1,,,,,,,,,,,
2,10,1,F,-51.82,15.66,NotVisible,FALSE,28.3,Top-Left,,1,,,,,,,,,,,
2,11,2,D,-19.52,40.65,NotVisible,FALSE,10.6,Top-Center,,1,,,,,,,,,,,
2,12,3,E,52.87,29.23,NotVisible,FALSE,10.6,Top-Right,,1,,,,,,,,,,,
2,13,4,T,-46.64,-12.45,NotVisible,FALSE,10.6,Middle-Left,,1,,,,,,,,,,,
2,14,5,O,-2.38,-22.23,O,TRUE,17.3,Middle-Center,,0,,,,,,,,,,,
2,15,6,P,48.65,1.62,P,TRUE,122.9,Middle-Right,,0,,,,,,,,,,,
2,16,7,C,-51.9,-41.53,NotVisible,FALSE,75.3,Bottom-Left,,1,,,,,,,,,,,
2,17,8,Z,-21.65,-32.05,Z,TRUE,28.3,Bottom-Center,,0,,,,,,,,,,,
2,18,9,L,51.3,-30.57,NotVisible,FALSE,6.5,Bottom-Right,,1,,,,,,,,,,,
3,19,1,Z,-45.75,24.66,Z,TRUE,75.3,Top-Left,,0,,,,,,,,,,,
3,20,2,L,-13.7,22.74,L,TRUE,201,Top-Center,,0,,,,,,,,,,,
3,21,3,T,39.33,30.3,T,TRUE,28.3,Top-Right,,0,,,,,,,,,,,
3,22,4,F,-44.65,-17.09,F,TRUE,75.3,Middle-Left,,0,,,,,,,,,,,
3,23,5,D,1.98,-20.85,D,TRUE,17.3,Middle-Center,,0,,,,,,,,,,,
3,24,6,O,43.03,-22.68,O,TRUE,122.9,Middle-Right,,0,,,,,,,,,,,
3,25,7,C,-38.8,-41.38,C,TRUE,122.9,Bottom-Left,,0,,,,,,,,,,,
3,26,8,E,0.85,-52.37,NotVisible,FALSE,10.6,Bottom-Center,,1,,,,,,,,,,,
3,27,9,P,37.29,-43.14,NotVisible,FALSE,10.6,Bottom-Right,,1,,,,,,,,,,,
4,28,1,P,-46.74,15.09,P,TRUE,28.3,Top-Left,,0,,,,,,,,,,,
4,29,2,O,-23.75,31.47,O,TRUE,46.1,Top-Center,,0,,,,,,,,,,,
4,30,3,C,45.99,43,NotVisible,FALSE,17.3,Top-Right,,1,,,,,,,,,,,
4,31,4,D,-37.23,-15.81,D,TRUE,75.3,Middle-Left,,0,,,,,,,,,,,
4,32,5,E,7.66,9.27,E,TRUE,17.3,Middle-Center,,0,,,,,,,,,,,
4,33,6,Z,38.22,-24.81,Z,TRUE,46.1,Middle-Right,,0,,,,,,,,,,,
4,34,7,T,-43.75,-46.5,NotVisible,FALSE,28.3,Bottom-Left,,1,,,,,,,,,,,
4,35,8,L,-4.32,-50.77,NotVisible,FALSE,10.6,Bottom-Center,,1,,,,,,,,,,,
4,36,9,F,50.21,-42.61,NotVisible,FALSE,122.9,Bottom-Right,,1,,,,,,,,,,,
5,37,1,C,-44.83,13.47,C,TRUE,17.3,Top-Left,,0,,,,,,,,,,,
5,38,2,O,12.17,25.72,NotVisible,FALSE,6.5,Top-Center,,1,,,,,,,,,,,
5,39,3,D,47.14,41.21,NotVisible,FALSE,10.6,Top-Right,,1,,,,,,,,,,,
5,40,4,P,-52.99,-12.61,NotVisible,FALSE,46.1,Middle-Left,,1,,,,,,,,,,,
5,41,5,T,19.42,-26.46,NotVisible,FALSE,6.5,Middle-Center,,1,,,,,,,,,,,
5,42,6,E,28.95,-22.26,E,TRUE,75.3,Middle-Right,,0,,,,,,,,,,,
5,43,7,F,-43.83,-30.36,NotVisible,FALSE,10.6,Bottom-Left,,1,,,,,,,,,,,
5,44,8,Z,-15.09,-34.76,Z,TRUE,46.1,Bottom-Center,,0,,,,,,,,,,,
5,45,9,L,38.88,-49.22,NotVisible,FALSE,122.9,Bottom-Right,,1,,,,,,,,,,,
6,46,1,F,-40.12,15.83,F,TRUE,28.3,Top-Left,,0,,,,,,,,,,,
6,47,2,O,-3.64,35.92,O,TRUE,201,Top-Center,,0,,,,,,,,,,,
6,48,3,L,29.07,36.35,T,FALSE,10.6,Top-Right,,1,,,,,,,,,,,
6,49,4,E,-34.05,-13.88,E,TRUE,201,Middle-Left,,0,,,,,,,,,,,
6,50,5,P,24.51,-5.6,NotVisible,FALSE,10.6,Middle-Center,,1,,,,,,,,,,,
6,51,6,C,47.95,-20.08,C,TRUE,201,Middle-Right,,0,,,,,,,,,,,
6,52,7,Z,-32.77,-43.8,NotVisible,FALSE,6.5,Bottom-Left,,1,,,,,,,,,,,
6,53,8,T,15.92,-41.75,T,TRUE,75.3,Bottom-Center,,0,,,,,,,,,,,
6,54,9,D,39.91,-42.35,F,FALSE,201,Bottom-Right,,1,,,,,,,,,,,
7,55,1,F,-44.47,42.59,NotVisible,FALSE,17.3,Top-Left,,1,,,,,,,,,,,
7,56,2,O,-21.17,20.91,O,TRUE,122.9,Top-Center,,0,,,,,,,,,,,
7,57,3,Z,52.93,35.62,NotVisible,FALSE,201,Top-Right,,1,,,,,,,,,,,
7,58,4,D,-47.63,5.84,NotVisible,FALSE,6.5,Middle-Left,,1,,,,,,,,,,,
7,59,5,P,6.12,-5.34,P,TRUE,75.3,Middle-Center,,0,,,,,,,,,,,
7,60,6,T,30.15,-0.01,T,TRUE,10.6,Middle-Right,,0,,,,,,,,,,,
7,61,7,C,-39.18,-47.91,NotVisible,FALSE,6.5,Bottom-Left,,1,,,,,,,,,,,
7,62,8,L,-19.49,-52.53,NotVisible,FALSE,6.5,Bottom-Center,,1,,,,,,,,,,,
7,63,9,E,44.12,-52.51,NotVisible,FALSE,28.3,Bottom-Right,,1,,,,,,,,,,,
8,64,1,P,-51.99,41.01,NotVisible,FALSE,6.5,Top-Left,,1,,,,,,,,,,,
8,65,2,L,18.28,33,L,TRUE,122.9,Top-Center,,0,,,,,,,,,,,
8,66,3,O,32.71,20.33,O,TRUE,10.6,Top-Right,,0,,,,,,,,,,,
8,67,4,D,-49.21,2.14,D,TRUE,122.9,Middle-Left,,0,,,,,,,,,,,
8,68,5,C,-8.3,-15.97,C,TRUE,75.3,Middle-Center,,0,,,,,,,,,,,
8,69,6,T,46.31,-16.56,T,TRUE,17.3,Middle-Right,,0,,,,,,,,,,,
8,70,7,F,-34.86,-40.89,F,TRUE,201,Bottom-Left,,0,,,,,,,,,,,
8,71,8,E,4.33,-39.18,E,TRUE,46.1,Bottom-Center,,0,,,,,,,,,,,
8,72,9,Z,39.25,-48.15,NotVisible,FALSE,46.1,Bottom-Right,,1,,,,,,,,,,,
9,73,1,P,-48.29,15.09,P,TRUE,28.3,Top-Left,,0,,,,,,,,,,,
9,74,2,C,12.01,30.04,C,TRUE,122.9,Top-Center,,0,,,,,,,,,,,
9,75,3,O,48.76,22,NotVisible,FALSE,6.5,Top-Right,,1,,,,,,,,,,,
9,76,4,E,-38.33,-14.22,E,TRUE,201,Middle-Left,,0,,,,,,,,,,,
9,77,5,Z,-15.78,-20.96,Z,TRUE,10.6,Middle-Center,,0,,,,,,,,,,,
9,78,6,T,51.91,-9.46,NotVisible,FALSE,46.1,Middle-Right,,1,,,,,,,,,,,
9,79,7,L,-44.42,-34.9,NotVisible,FALSE,28.3,Bottom-Left,,1,,,,,,,,,,,
9,80,8,D,-3.76,-45.47,D,TRUE,75.3,Bottom-Center,,0,,,,,,,,,,,
9,81,9,F,37.67,-46.9,NotVisible,FALSE,75.3,Bottom-Right,,1,,,,,,,,,,,
10,82,1,L,-52.93,30.17,NotVisible,FALSE,6.5,Top-Left,,1,,,,,,,,,,,
10,83,2,Z,16.87,39.06,Z,TRUE,75.3,Top-Center,,0,,,,,,,,,,,
10,84,3,D,51.37,30.99,NotVisible,FALSE,6.5,Top-Right,,1,,,,,,,,,,,
10,85,4,O,-38.5,4.55,O,TRUE,122.9,Middle-Left,,0,,,,,,,,,,,
10,86,5,P,13.82,-0.25,P,TRUE,17.3,Middle-Center,,0,,,,,,,,,,,
10,87,6,F,43.67,-10.97,F,TRUE,46.1,Middle-Right,,0,,,,,,,,,,,
10,88,7,C,-53.11,-43.37,NotVisible,FALSE,6.5,Bottom-Left,,1,,,,,,,,,,,
10,89,8,E,10,-39.06,E,TRUE,28.3,Bottom-Center,,0,,,,,,,,,,,
10,90,9,T,39.79,-44.25,NotVisible,FALSE,10.6,Bottom-Right,,1,,,,,,,,,,,
11,91,1,O,-37.9,38.75,NotVisible,FALSE,10.6,Top-Left,,1,,,,,,,,,,,
11,92,2,T,-23.3,35.85,T,TRUE,28.3,Top-Center,,0,,,,,,,,,,,
11,93,3,E,42.9,39.66,NotVisible,FALSE,46.1,Top-Right,,1,,,,,,,,,,,
11,94,4,C,-27.56,-20.5,NotVisible,FALSE,6.5,Middle-Left,,1,,,,,,,,,,,
11,95,5,F,11.12,-28.26,F,TRUE,6.5,Middle-Center,,0,,,,,,,,,,,
11,96,6,L,49.34,8.27,NotVisible,FALSE,46.1,Middle-Right,,1,,,,,,,,,,,
11,97,7,D,-49.34,-51.9,NotVisible,FALSE,6.5,Bottom-Left,,1,,,,,,,,,,,
11,98,8,P,-1.1,-39.35,NotVisible,FALSE,17.3,Bottom-Center,,1,,,,,,,,,,,
11,99,9,Z,44.49,-41.09,NotVisible,FALSE,10.6,Bottom-Right,,1,,,,,,,,,,,
12,100,1,E,-39.13,37.92,NotVisible,FALSE,17.3,Top-Left,,1,,,,,,,,,,,
12,101,2,O,-1.47,38.06,NotVisible,FALSE,6.5,Top-Center,,1,,,,,,,,,,,
12,102,3,C,41.14,31.39,NotVisible,FALSE,6.5,Top-Right,,1,,,,,,,,,,,
12,103,4,T,-39.14,-10.24,NotVisible,FALSE,6.5,Middle-Left,,1,,,,,,,,,,,
12,104,5,P,12.99,-12.25,P,TRUE,75.3,Middle-Center,,0,,,,,,,,,,,
12,105,6,F,47.96,8.47,F,TRUE,28.3,Middle-Right,,0,,,,,,,,,,,
12,106,7,L,-53.27,-47.11,NotVisible,FALSE,28.3,Bottom-Left,,1,,,,,,,,,,,
12,107,8,D,18.76,-49.13,NotVisible,FALSE,28.3,Bottom-Center,,1,,,,,,,,,,,
12,108,9,Z,36.9,-43.12,NotVisible,FALSE,28.3,Bottom-Right,,1,,,,,,,,,,,
13,109,1,E,-42.58,23,E,TRUE,122.9,Top-Left,,0,,,,,,,,,,,
13,110,2,D,-2.17,20.75,D,TRUE,10.6,Top-Center,,0,,,,,,,,,,,
13,111,3,T,30.71,25.33,T,TRUE,46.1,Top-Right,,0,,,,,,,,,,,
13,112,4,F,-28.58,-23.12,NotVisible,FALSE,10.6,Middle-Left,,1,,,,,,,,,,,
13,113,5,O,6.08,-1.11,O,TRUE,122.9,Middle-Center,,0,,,,,,,,,,,
13,114,6,Z,32.53,-23.23,NotVisible,FALSE,6.5,Middle-Right,,1,,,,,,,,,,,
13,115,7,P,-48.06,-45.52,NotVisible,FALSE,17.3,Bottom-Left,,1,,,,,,,,,,,
13,116,8,C,17.35,-35.27,C,TRUE,28.3,Bottom-Center,,0,,,,,,,,,,,
13,117,9,L,31.12,-49.04,NotVisible,FALSE,201,Bottom-Right,,1,,,,,,,,,,,
14,118,1,D,-51.8,41.89,NotVisible,FALSE,10.6,Top-Left,,1,,,,,,,,,,,
14,119,2,C,17.38,40.93,NotVisible,FALSE,6.5,Top-Center,,1,,,,,,,,,,,
14,120,3,F,43.39,36.43,F,TRUE,122.9,Top-Right,,0,,,,,,,,,,,
14,121,4,T,-32.13,-14.63,NotVisible,FALSE,17.3,Middle-Left,,1,,,,,,,,,,,
14,122,5,E,11.72,-10.07,E,TRUE,201,Middle-Center,,0,,,,,,,,,,,
14,123,6,O,41.39,-14.72,NotVisible,FALSE,10.6,Middle-Right,,1,,,,,,,,,,,
14,124,7,P,-46.62,-51.37,NotVisible,FALSE,46.1,Bottom-Left,,1,,,,,,,,,,,
14,125,8,L,21.35,-34.7,L,TRUE,122.9,Bottom-Center,,0,,,,,,,,,,,
14,126,9,Z,37.36,-43.64,Z,TRUE,201,Bottom-Right,,0,,,,,,,,,,,
15,127,1,D,-54.37,42.77,NotVisible,FALSE,10.6,Top-Left,,1,,,,,,,,,,,
15,128,2,P,-14.02,21.94,P,TRUE,122.9,Top-Center,,0,,,,,,,,,,,
15,129,3,C,38.17,26.5,C,TRUE,201,Top-Right,,0,,,,,,,,,,,
15,130,4,O,-31.75,4.19,O,TRUE,75.3,Middle-Left,,0,,,,,,,,,,,
15,131,5,T,14.7,-5.76,T,TRUE,17.3,Middle-Center,,0,,,,,,,,,,,
15,132,6,Z,31.29,-15.03,Z,TRUE,10.6,Middle-Right,,0,,,,,,,,,,,
15,133,7,F,-28.16,-46.52,F,TRUE,75.3,Bottom-Left,,0,,,,,,,,,,,
15,134,8,E,14.36,-50.59,NotVisible,FALSE,28.3,Bottom-Center,,1,,,,,,,,,,,
15,135,9,L,43.14,-47.12,NotVisible,FALSE,75.3,Bottom-Right,,1,,,,,,,,,,,
16,136,1,E,-49.4,34.26,NotVisible,FALSE,201,Top-Left,,1,,,,,,,,,,,
16,137,2,Z,2.04,38.85,Z,TRUE,201,Top-Center,,0,,,,,,,,,,,
16,138,3,L,39.59,28.03,L,TRUE,28.3,Top-Right,,0,,,,,,,,,,,
16,139,4,C,-46.58,-15.28,C,TRUE,46.1,Middle-Left,,0,,,,,,,,,,,
16,140,5,T,7.68,4.16,T,TRUE,28.3,Middle-Center,,0,,,,,,,,,,,
16,141,6,F,33.96,5.76,F,TRUE,28.3,Middle-Right,,0,,,,,,,,,,,
16,142,7,O,-30.4,-46.41,NotVisible,FALSE,10.6,Bottom-Left,,1,,,,,,,,,,,
16,143,8,P,-7.46,-45.87,P,TRUE,122.9,Bottom-Center,,0,,,,,,,,,,,
16,144,9,D,49.55,-49,NotVisible,FALSE,122.9,Bottom-Right,,1,,,,,,,,,,,
17,145,1,D,-48.02,35.35,NotVisible,FALSE,10.6,Top-Left,,1,,,,,,,,,,,
17,146,2,C,-19.63,40.55,NotVisible,FALSE,17.3,Top-Center,,1,,,,,,,,,,,
17,147,3,E,36.18,22.53,E,TRUE,28.3,Top-Right,,0,,,,,,,,,,,
17,148,4,F,-33.39,-4.55,F,TRUE,75.3,Middle-Left,,0,,,,,,,,,,,
17,149,5,P,-9.92,-4.71,P,TRUE,17.3,Middle-Center,,0,,,,,,,,,,,
17,150,6,L,30.75,-22.03,L,TRUE,28.3,Middle-Right,,0,,,,,,,,,,,
17,151,7,O,-28.91,-47.51,D,FALSE,122.9,Bottom-Left,,1,,,,,,,,,,,
17,152,8,T,24.08,-50.61,NotVisible,FALSE,46.1,Bottom-Center,,1,,,,,,,,,,,
17,153,9,Z,36.21,-33.04,Z,TRUE,122.9,Bottom-Right,,0,,,,,,,,,,,
18,154,1,Z,-26.76,25.55,NotVisible,FALSE,6.5,Top-Left,,1,,,,,,,,,,,
18,155,2,C,-13.55,29.54,C,TRUE,201,Top-Center,,0,,,,,,,,,,,
18,156,3,D,51.31,23.79,NotVisible,FALSE,201,Top-Right,,1,,,,,,,,,,,
18,157,4,P,-30.51,-19.33,P,TRUE,122.9,Middle-Left,,0,,,,,,,,,,,
18,158,5,O,20.27,-21.65,O,TRUE,122.9,Middle-Center,,0,,,,,,,,,,,
18,159,6,L,48.8,-11.45,L,TRUE,75.3,Middle-Right,,0,,,,,,,,,,,
18,160,7,F,-36.09,-42.14,NotVisible,FALSE,28.3,Bottom-Left,,1,,,,,,,,,,,
18,161,8,E,-15.9,-47.49,F,FALSE,122.9,Bottom-Center,,1,,,,,,,,,,,
18,162,9,T,51.46,-36.15,T,TRUE,201,Bottom-Right,,0,,,,,,,,,,,
19,163,1,T,-33.3,18.48,T,TRUE,122.9,Top-Left,,0,,,,,,,,,,,
19,164,2,C,-20.19,35.56,C,TRUE,75.3,Top-Center,,0,,,,,,,,,,,
19,165,3,Z,43.42,12.76,NotVisible,FALSE,6.5,Top-Right,,1,,,,,,,,,,,
19,166,4,D,-46.14,-13.25,D,TRUE,201,Middle-Left,,0,,,,,,,,,,,
19,167,5,P,6.46,-19.47,P,TRUE,46.1,Middle-Center,,0,,,,,,,,,,,
19,168,6,L,43.68,-26.55,L,TRUE,28.3,Middle-Right,,0,,,,,,,,,,,
19,169,7,O,-39.83,-37.14,O,TRUE,201,Bottom-Left,,0,,,,,,,,,,,
19,170,8,E,16.89,-41.9,E,TRUE,201,Bottom-Center,,0,,,,,,,,,,,
19,171,9,F,52.21,-35.37,NotVisible,FALSE,46.1,Bottom-Right,,1,,,,,,,,,,,
20,172,1,P,-49.21,28.91,NotVisible,FALSE,75.3,Top-Left,,1,,,,,,,,,,,
20,173,2,F,-1.21,25.24,F,TRUE,201,Top-Center,,0,,,,,,,,,,,
20,174,3,T,33.69,40.87,T,TRUE,17.3,Top-Right,,0,,,,,,,,,,,
20,175,4,E,-32.11,-13.56,E,TRUE,75.3,Middle-Left,,0,,,,,,,,,,,
20,176,5,Z,19.16,4.03,Z,TRUE,201,Middle-Center,,0,,,,,,,,,,,
20,177,6,D,43.85,-12.59,D,TRUE,75.3,Middle-Right,,0,,,,,,,,,,,
20,178,7,O,-30.7,-38.45,O,TRUE,201,Bottom-Left,,0,,,,,,,,,,,
20,179,8,L,-3.63,-49.03,NotVisible,FALSE,122.9,Bottom-Center,,1,,,,,,,,,,,
20,180,9,C,48.02,-48.04,NotVisible,FALSE,6.5,Bottom-Right,,1,,,,,,,,,,,
21,181,1,C,-51.8,29.27,NotVisible,FALSE,17.3,Top-Left,,1,,,,,,,,,,,
21,182,2,Z,-3.07,27.27,T,FALSE,6.5,Top-Center,,1,,,,,,,,,,,
21,183,3,E,32.8,38.28,NotVisible,FALSE,6.5,Top-Right,,1,,,,,,,,,,,
21,184,4,L,-53.06,-15.12,NotVisible,FALSE,17.3,Middle-Left,,1,,,,,,,,,,,
21,185,5,D,-12.32,-14.62,D,TRUE,28.3,Middle-Center,,0,,,,,,,,,,,
21,186,6,O,53.33,-12.92,NotVisible,FALSE,46.1,Middle-Right,,1,,,,,,,,,,,
21,187,7,F,-45.8,-36.72,NotVisible,FALSE,17.3,Bottom-Left,,1,,,,,,,,,,,
21,188,8,P,22,-36.84,P,TRUE,17.3,Bottom-Center,,0,,,,,,,,,,,
21,189,9,T,30.87,-39.78,T,TRUE,46.1,Bottom-Right,,0,,,,,,,,,,,
22,190,1,P,-51.56,21.23,NotVisible,FALSE,10.6,Top-Left,,1,,,,,,,,,,,
22,191,2,F,0.96,23.03,F,TRUE,201,Top-Center,,0,,,,,,,,,,,
22,192,3,E,26.25,17.79,E,TRUE,17.3,Top-Right,,0,,,,,,,,,,,
22,193,4,T,-46.13,-4.38,T,TRUE,122.9,Middle-Left,,0,,,,,,,,,,,
22,194,5,L,13.98,0.16,L,TRUE,17.3,Middle-Center,,0,,,,,,,,,,,
22,195,6,D,42.24,-15.14,D,TRUE,75.3,Middle-Right,,0,,,,,,,,,,,
22,196,7,C,-36.17,-42.71,NotVisible,FALSE,28.3,Bottom-Left,,1,,,,,,,,,,,
22,197,8,O,-17.74,-39.85,O,TRUE,75.3,Bottom-Center,,0,,,,,,,,,,,
22,198,9,Z,48.29,-46.74,NotVisible,FALSE,10.6,Bottom-Right,,1,,,,,,,,,,,
23,199,1,T,-46.29,20.04,T,TRUE,28.3,Top-Left,,0,,,,,,,,,,,
23,200,2,F,-9.7,41.51,F,TRUE,75.3,Top-Center,,0,,,,,,,,,,,
23,201,3,E,54.67,13.2,NotVisible,FALSE,17.3,Top-Right,,1,,,,,,,,,,,
23,202,4,L,-54.03,-24.62,NotVisible,FALSE,122.9,Middle-Left,,1,,,,,,,,,,,
23,203,5,P,-0.94,-19.32,P,TRUE,122.9,Middle-Center,,0,,,,,,,,,,,
23,204,6,Z,33.47,-11.27,Z,TRUE,201,Middle-Right,,0,,,,,,,,,,,
23,205,7,D,-37.22,-33.2,D,TRUE,75.3,Bottom-Left,,0,,,,,,,,,,,
23,206,8,C,-10.04,-50.26,NotVisible,FALSE,46.1,Bottom-Center,,1,,,,,,,,,,,
23,207,9,O,28.53,-50.51,NotVisible,FALSE,46.1,Bottom-Right,,1,,,,,,,,,,,
24,208,1,F,-42.98,29.42,NotVisible,FALSE,6.5,Top-Left,,1,,,,,,,,,,,
24,209,2,L,7.8,18.13,L,TRUE,122.9,Top-Center,,0,,,,,,,,,,,
24,210,3,T,35.27,24.22,NotVisible,FALSE,6.5,Top-Right,,1,,,,,,,,,,,
